,AAB: S(AAB|prime),AAB: S(ABA|prime),AAB: S(ABB|prime),AAB: S(ABC|prime),ABA: S(AAB|prime),ABA: S(ABA|prime),ABA: S(ABB|prime),ABA: S(ABC|prime),ABB: S(AAB|prime),ABB: S(ABA|prime),ABB: S(ABB|prime),ABB: S(ABC|prime)
count,12288.0,12288.0,12288.0,12288.0,12288.0,12288.0,12288.0,12288.0,12288.0,12288.0,12288.0,12288.0
mean,56.983771933926334,57.424814588622205,55.89443305166108,59.00005500581806,56.56294898455107,56.87039359687062,55.940090984800655,58.425263010327114,62.024269558122235,62.196811643729035,60.86484647551563,63.91648844961895
std,5.984893476153737,5.092736376052492,6.238854244120253,4.9888686487474425,5.374174333541001,4.856740483962347,5.807254721722182,4.639420798922502,4.691682782334255,4.656154937565456,5.633931520672272,4.3999137142751845
min,26.002735033417217,28.444979793788782,6.33370296997849,31.548761937512985,20.159529807500505,28.447365116134627,8.57559829276953,32.54259967333586,25.524934480571062,30.529402291024155,11.070877788074307,33.99827601959223
25%,53.13527796176058,54.21676071675129,51.798065890571294,55.73852188486305,53.168796753945415,53.83960308834344,52.15994321115379,55.41223015324525,59.162082713253184,59.314415996060994,57.141995288646754,61.094232934994075
50%,56.75058940701403,57.54582043508586,55.883913118456654,58.89919100333404,56.76625062944529,57.08504790974412,56.052850357745776,58.49506761995248,62.20046006098401,62.36117935511473,60.813877559004375,63.996532698079236
75%,60.77332934936133,60.738889429652296,59.97633102911629,62.18694745783111,60.20917687665774,60.17466465296247,59.851065634385606,61.48902192345999,65.11717691659354,65.34549070949055,64.60372874503736,66.83802263178174
max,81.59411811708506,81.22001320888691,82.0287279232614,80.95541587688757,95.87660580085421,74.42193088763464,78.81473242756391,74.91849317023927,93.7089698750357,77.25721579538295,80.84484645199825,79.05869205068741
