,P(AAB|prime),P(ABA|prime),P(ABB|prime),P(ABC|prime),A,B,C,P(A|A),P(B|A),"P(B|A,A)","P(A|A,B)","P(B|A,B)","P(C|A,B)","P(A|prime,A)","P(B|prime,A)","P(B|prime,A,A)","P(A|prime,A,B)","P(B|prime,A,B)","P(C|prime,A,B)"
0,3747074.2,2078707.9,26959.674,3340515.2,2834,21958,8413,1.2316278e-11,3.5593528e-13,7.356255e-12,9.626063e-12,3.6873032e-11,1.1320029e-12,5.2799114e-06,7.1371374e-11,6.4298664e-11,9.979049e-08,4.9575886e-09,1.8858536e-08
1,6239199000.0,2459941.2,502998.75,181591.6,2834,7277,8413,1.2316278e-11,4.710989e-13,6.065759e-14,7.8949025e-10,3.2057787e-10,1.4274542e-09,5.2799114e-06,3.3064813e-09,8.8280916e-10,2.7670535e-07,2.2974522e-08,3.6932096e-08
2,34717303000.0,151726830000.0,773274050.0,27123692000.0,2834,10375,8413,1.2316278e-11,1.4658454e-14,1.1658649e-14,5.9595823e-13,4.3308187e-12,8.438922e-14,5.2799114e-06,1.9220323e-09,9.441631e-10,6.8961344e-07,2.554059e-08,1.7456745e-08
3,1313221200.0,1183938.2,555007200000.0,20891376.0,2834,1287,8413,1.2316278e-11,1.0610617e-14,7.385024e-14,6.2705645e-09,1.4838412e-12,4.508013e-10,5.2799114e-06,6.1214994e-10,2.2622608e-10,1.2868222e-07,1.4274762e-05,1.6324319e-07
4,10759966000.0,534611650.0,1006712.06,130538536.0,8413,21958,10924,4.5074584e-14,1.496512e-14,7.595875e-15,3.668096e-12,3.3526912e-10,1.1128956e-13,3.5646067e-08,7.264776e-10,1.0334959e-10,4.0395886e-08,6.9527535e-09,2.9926173e-10
5,34012783000.0,20679132.0,14520975.0,90760340.0,8413,7277,10924,4.5074584e-14,2.3890613e-15,7.9122375e-16,2.1348376e-10,8.4692975e-11,3.4287378e-12,3.5646067e-08,2.1731048e-10,3.402997e-11,4.8533742e-08,1.3520408e-08,3.4211884e-09
6,147113180000.0,35046088000000.0,17763647000000.0,53074547000000.0,8413,10375,10924,4.5074584e-14,2.6108396e-16,5.044561e-16,7.855434e-17,1.1893145e-16,2.7774574e-18,3.5646067e-08,5.0406745e-10,9.384152e-11,1.42594e-09,1.0942596e-09,7.635285e-11
7,112471230000.0,25935327000.0,100932030000000.0,538568100000.0,8413,1287,10924,4.5074584e-14,1.2648236e-16,2.3733294e-16,6.4406583e-12,8.416199e-14,2.5547218e-14,3.5646067e-08,4.5301214e-11,3.375356e-11,4.6638235e-07,2.3717295e-05,3.8415312e-08
8,243223000.0,19586652.0,459956.1,62015756.0,10924,21958,7968,1.8622778e-14,5.080074e-13,8.0615397e-13,6.8223916e-14,1.2856481e-10,1.0331882e-12,1.0998951e-09,5.412676e-09,3.3198302e-09,1.2541654e-10,5.5500444e-09,6.013668e-09
9,313396600.0,54129.4,47704.66,442965.22,10924,7277,7968,1.8622778e-14,3.221383e-13,4.3437508e-13,7.383804e-10,1.0807356e-08,1.0441034e-09,1.0998951e-09,7.654251e-09,2.3049018e-09,1.682105e-09,2.1698012e-08,1.946493e-08
