,AAB: S(AAB|prime),AAB: S(ABA|prime),AAB: S(ABB|prime),AAB: S(ABC|prime),ABA: S(AAB|prime),ABA: S(ABA|prime),ABA: S(ABB|prime),ABA: S(ABC|prime),ABB: S(AAB|prime),ABB: S(ABA|prime),ABB: S(ABB|prime),ABB: S(ABC|prime)
count,12288.0,12288.0,12288.0,12288.0,12288.0,12288.0,12288.0,12288.0,12288.0,12288.0,12288.0,12288.0
mean,57.09241569821759,57.068049390413854,57.03864430938567,57.199642577348385,57.296434012265,57.28006992308843,57.23245837983347,57.33805562319177,56.12502961882828,56.13095380406954,56.084783719588096,56.20467830007976
std,9.438014617980771,9.435655639748473,13.309970865097643,9.482321696147551,9.53763101610853,9.535020824861537,13.41036964446429,9.553008148627741,9.138093395080066,9.142682125232461,12.870287397346669,9.16911918470567
min,14.227139554021676,14.242752821750127,8.005024401069447,14.225227961760067,14.11668998386174,14.12318354964015,8.027548296369288,14.101343404933914,14.165721705711867,14.167105426471625,8.016209495999782,14.131063406767712
25%,50.530746881253776,50.51066698683657,50.74456359707837,50.561242966558176,50.617078792401216,50.59595399487047,50.71736428393603,50.647675626813665,49.81612045237031,49.81799722669767,50.13085008682022,49.865221800660876
50%,59.015473241084166,58.984259555527515,61.12182815518942,59.116379168806034,59.23663901628848,59.218679282124384,61.394042936472424,59.28073866237747,57.97222930204531,57.948012420334436,59.94254436817225,58.007253927916196
75%,64.20365169200491,64.18220776892743,65.94625058940755,64.33139661531659,64.51758097900161,64.50370235015626,66.18080496500411,64.58571201837917,62.98768815153526,62.99175784201317,64.68719359126955,63.09174534766416
max,91.68426755573228,91.70278960601586,106.34418620729596,92.33324744056978,92.03349537433874,92.15982908740946,106.51177972747425,92.50428119987293,89.60626869582906,89.8012178023425,103.81051918187325,90.44259747857114
