,P(AAB|prime),P(ABA|prime),P(ABB|prime),P(ABC|prime),A,B,C,P(A|A),P(B|A),"P(B|A,A)","P(A|A,B)","P(B|A,B)","P(C|A,B)","P(A|prime,A)","P(B|prime,A)","P(B|prime,A,A)","P(A|prime,A,B)","P(B|prime,A,B)","P(C|prime,A,B)"
0,0.19174692,0.00022041576,0.0005214179,6.931709e-05,11912,12988,18281,1.5281639e-15,1.266998e-16,2.265419e-16,8.432099e-12,2.2432886e-13,5.1739293e-13,3.2342975e-15,6.30258e-17,2.0524232e-17,3.7362496e-15,2.3514114e-16,7.209719e-17
1,0.03917093,0.005679563,0.00030991345,0.00044556762,11912,7134,18281,1.5281639e-15,1.1569288e-16,4.5006497e-17,4.048143e-16,2.1339212e-16,3.787547e-16,3.2342975e-15,6.8494e-18,8.329694e-19,3.883514e-17,1.1170508e-18,2.850531e-18
2,0.49300727,4.2085934,1.1299847,0.04640463,11912,3638,18281,1.5281639e-15,1.6660094e-16,2.5603178e-16,4.337286e-15,1.8448478e-14,2.7403174e-15,3.2342975e-15,4.536673e-16,5.9639934e-17,6.7033976e-15,7.655491e-15,4.6698415e-17
3,0.013352986,5.654396e-07,1.3420485e-07,1.2677523e-07,11912,14521,18281,1.5281639e-15,4.086444e-15,4.7851496e-15,1.9451458e-11,1.4557755e-10,2.0355842e-12,3.2342975e-15,6.9901996e-17,3.0190054e-17,6.4297546e-16,1.142138e-15,1.5086186e-17
4,1.1140446e-05,6.130035e-09,7.927263e-08,2.7040353e-10,18281,12988,27414,3.906246e-10,2.5293446e-11,1.1949553e-15,1.7486184e-11,7.1407577e-13,2.141732e-12,1.2779406e-13,4.5097054e-14,4.0691453e-17,6.0119844e-17,3.1748807e-17,3.2481594e-19
5,9.853336e-06,1.9091992e-09,4.980928e-10,1.1646775e-09,18281,7134,27414,3.906246e-10,3.7173535e-11,1.9803874e-16,1.5546286e-11,1.05993625e-11,2.331129e-13,1.2779406e-13,1.3613386e-14,5.9646145e-18,8.1048625e-17,1.441643e-17,7.41378e-19
6,4.1644053e-06,6.415611e-06,8.3367095e-06,3.98752e-06,18281,3638,27414,3.906246e-10,3.3288976e-11,3.682435e-15,1.7340978e-13,9.178705e-13,1.2216286e-14,1.2779406e-13,9.35104e-14,4.6874542e-17,3.9605193e-16,2.7240597e-15,1.7341337e-17
7,6.887162e-07,9.2728956e-11,9.971142e-11,2.6089736e-11,18281,14521,27414,3.906246e-10,1.0314658e-09,3.8305183e-13,3.9474596e-10,2.585675e-09,1.2498655e-11,1.2779406e-13,6.0701644e-13,8.0639305e-16,6.219958e-17,4.3809997e-16,5.54099e-19
8,5.534432e-06,1.0082905e-08,3.5268794e-08,1.1310518e-07,27414,12988,11533,2.9164878e-12,2.0640512e-13,2.7625333e-11,1.7600596e-11,5.1493684e-11,2.5602803e-15,6.6126036e-16,2.0037174e-15,6.743234e-13,1.8280878e-17,1.8708054e-16,2.9830052e-20
9,6.9191287e-06,1.0644046e-07,2.8840125e-07,4.436283e-06,27414,7134,11533,2.9164878e-12,4.912076e-12,1.2189985e-10,5.3368236e-13,1.117839e-11,5.59578e-17,6.6126036e-16,4.8623643e-15,3.719994e-12,5.738616e-17,3.2568218e-15,2.5078263e-19
