,P(AAB|prime),P(ABA|prime),P(ABB|prime),P(ABC|prime),A,B,C,P(A|A),P(B|A),"P(B|A,A)","P(A|A,B)","P(B|A,B)","P(C|A,B)","P(A|prime,A)","P(B|prime,A)","P(B|prime,A,A)","P(A|prime,A,B)","P(B|prime,A,B)","P(C|prime,A,B)"
0,1.0161897,1.1798941,0.91559935,,1304,8948,,2.4351719e-08,1.2163476e-09,1.39405e-09,2.452547e-08,1.2041308e-09,,3.0024232e-08,1.1503833e-09,1.1489757e-09,3.0596762e-08,1.16572e-09,
1,1.5300828,0.79111105,0.8259773,,44718,46494,,7.6334383e-10,5.2139626e-09,3.99272e-09,1.1177208e-09,5.1006768e-09,,1.0036126e-09,4.6711355e-09,4.6466275e-09,9.869979e-10,4.7026365e-09,
2,1.28569,1.336332,1.2369426,,44718,8948,,7.633439e-10,1.1798752e-09,1.1677064e-09,7.324312e-10,9.150441e-10,,1.0036126e-09,1.1473953e-09,1.1418894e-09,1.0064779e-09,1.1638972e-09,
3,1.5300831,0.7911112,0.82597744,,44718,46494,,7.6334383e-10,5.2139626e-09,3.9927204e-09,1.1177207e-09,5.1006763e-09,,1.0036126e-09,4.6711355e-09,4.646629e-09,9.869979e-10,4.7026365e-09,
4,1.0161897,1.1798941,0.91559935,,1304,8948,,2.4351719e-08,1.2163476e-09,1.39405e-09,2.452547e-08,1.2041308e-09,,3.0024232e-08,1.1503833e-09,1.1489757e-09,3.0596762e-08,1.16572e-09,
5,0.9759937,0.87629104,0.59028757,,1304,46494,,2.4351719e-08,5.8285154e-09,5.9191283e-09,2.7593577e-08,6.405548e-09,,3.0024232e-08,4.684479e-09,4.68557e-09,3.0085207e-08,4.7045337e-09,
6,0.97599345,0.8762911,0.5902876,,1304,46494,,2.4351719e-08,5.8285154e-09,5.9191296e-09,2.7593575e-08,6.4055476e-09,,3.0024232e-08,4.684479e-09,4.68557e-09,3.0085207e-08,4.7045337e-09,
7,1.2856901,1.3363321,1.2369428,,44718,8948,,7.6334383e-10,1.1798751e-09,1.1677065e-09,7.324313e-10,9.150442e-10,,1.0036126e-09,1.1473953e-09,1.1418895e-09,1.0064779e-09,1.1638972e-09,
8,1.2856898,1.3363317,1.2369425,,44718,8948,,7.633439e-10,1.1798752e-09,1.1677065e-09,7.324313e-10,9.150442e-10,,1.0036126e-09,1.1473953e-09,1.1418894e-09,1.0064778e-09,1.1638971e-09,
9,0.9759937,0.87629104,0.59028757,,1304,46494,,2.4351719e-08,5.8285154e-09,5.9191283e-09,2.7593577e-08,6.405548e-09,,3.0024232e-08,4.684479e-09,4.68557e-09,3.0085207e-08,4.7045337e-09,
10,1.530083,0.79111105,0.8259773,,44718,46494,,7.633439e-10,5.213963e-09,3.99272e-09,1.1177207e-09,5.1006763e-09,,1.0036126e-09,4.671135e-09,4.6466284e-09,9.869979e-10,4.7026365e-09,
11,0.97599345,0.8762911,0.5902876,,1304,46494,,2.4351719e-08,5.8285154e-09,5.9191287e-09,2.7593577e-08,6.405548e-09,,3.0024232e-08,4.684479e-09,4.6855697e-09,3.008521e-08,4.704534e-09,
12,1.0161897,1.1798941,0.91559935,,1304,8948,,2.4351719e-08,1.2163476e-09,1.39405e-09,2.452547e-08,1.2041308e-09,,3.0024232e-08,1.1503833e-09,1.1489757e-09,3.0596762e-08,1.16572e-09,
13,1.5300828,0.79111105,0.8259773,,44718,46494,,7.6334383e-10,5.2139626e-09,3.99272e-09,1.1177208e-09,5.1006768e-09,,1.0036126e-09,4.6711355e-09,4.6466275e-09,9.869979e-10,4.7026365e-09,
14,1.28569,1.336332,1.2369426,,44718,8948,,7.633439e-10,1.1798752e-09,1.1677064e-09,7.324312e-10,9.150441e-10,,1.0036126e-09,1.1473953e-09,1.1418894e-09,1.0064779e-09,1.1638972e-09,
15,1.0161898,1.1798941,0.91559935,,1304,8948,,2.4351719e-08,1.2163476e-09,1.3940498e-09,2.4525468e-08,1.2041307e-09,,3.0024232e-08,1.1503833e-09,1.1489756e-09,3.059676e-08,1.1657199e-09,
16,3.11489,3.0432255,4.2391458,,26786,41536,,3.0230788e-07,1.0369366e-10,1.1092589e-10,3.390224e-07,1.2007631e-10,,4.582342e-07,2.2934007e-10,2.2794894e-10,4.6648185e-07,2.3014839e-10,
17,2.1335843,1.657227,5.346861,,30701,41536,,9.633865e-11,1.1541404e-10,6.698365e-11,7.2566245e-11,8.601624e-11,,6.004962e-11,2.30686e-10,2.2928145e-10,6.016641e-11,2.3010008e-10,
18,3.1148896,3.0432258,4.239146,,26786,41536,,3.0230788e-07,1.0369366e-10,1.1092589e-10,3.390224e-07,1.2007631e-10,,4.582342e-07,2.2934007e-10,2.2794891e-10,4.664819e-07,2.3014841e-10,
19,2.7509568,3.0752203,2.5348816,,26786,31963,,3.023079e-07,7.3927825e-10,7.160962e-10,2.707002e-07,9.2346575e-10,,4.5823418e-07,1.3203449e-09,1.2996223e-09,4.661067e-07,1.310687e-09,
20,2.7509575,3.0752208,2.534882,,26786,31963,,3.0230788e-07,7.392782e-10,7.160962e-10,2.707002e-07,9.2346575e-10,,4.582342e-07,1.320345e-09,1.2996224e-09,4.661067e-07,1.310687e-09,
21,2.1335843,1.657227,5.346861,,30701,41536,,9.633865e-11,1.1541404e-10,6.698365e-11,7.2566245e-11,8.601624e-11,,6.004962e-11,2.30686e-10,2.2928145e-10,6.016641e-11,2.3010008e-10,
22,2.7509573,3.07522,2.5348816,,26786,31963,,3.0230788e-07,7.392782e-10,7.160962e-10,2.7070024e-07,9.234658e-10,,4.582342e-07,1.320345e-09,1.2996223e-09,4.6610668e-07,1.3106869e-09,
23,1.4988636,1.4196713,1.4035279,,30701,31963,,9.633865e-11,9.481436e-10,5.5482935e-10,6.069181e-11,1.3366048e-09,,6.004962e-11,1.34379e-09,1.3341721e-09,6.079399e-11,1.3236305e-09,
24,3.11489,3.0432255,4.2391458,,26786,41536,,3.0230788e-07,1.0369366e-10,1.1092589e-10,3.390224e-07,1.2007631e-10,,4.582342e-07,2.2934007e-10,2.2794894e-10,4.6648185e-07,2.3014839e-10,
25,2.750957,3.0752203,2.5348816,,26786,31963,,3.023079e-07,7.3927825e-10,7.160962e-10,2.7070024e-07,9.234658e-10,,4.5823418e-07,1.3203449e-09,1.2996224e-09,4.6610674e-07,1.3106871e-09,
