,P(AAB|prime),P(ABA|prime),P(ABB|prime),P(ABC|prime),A,B,C,P(A|A),P(B|A),"P(B|A,A)","P(A|A,B)","P(B|A,B)","P(C|A,B)","P(A|prime,A)","P(B|prime,A)","P(B|prime,A,A)","P(A|prime,A,B)","P(B|prime,A,B)","P(C|prime,A,B)"
0,15.660553,94.71053,104.0039,,2173,9007,,2.304734e-13,7.876265e-15,3.0303041e-13,4.046955e-13,2.910454e-11,,4.8809786e-11,5.2739136e-11,2.2408214e-14,5.724189e-15,4.5206167e-13,
1,2509.8298,0.43816614,60.734634,,6647,9007,,4.7692605e-15,4.307039e-16,1.9213381e-16,9.081287e-12,2.8989933e-10,,2.0591732e-14,1.5215209e-12,1.11687935e-13,1.1263856e-15,4.984074e-12,
2,2.9268637,6.066263,0.31150588,,2173,2377,,2.304734e-13,9.074495e-13,2.2684136e-11,6.4227725e-13,2.2391762e-10,,4.8809786e-11,3.5758296e-09,3.135008e-13,9.887567e-16,1.7701096e-14,
3,2509.8298,0.43816614,60.734634,,6647,9007,,4.7692605e-15,4.307039e-16,1.9213381e-16,9.081287e-12,2.8989933e-10,,2.0591732e-14,1.5215209e-12,1.11687935e-13,1.1263856e-15,4.984074e-12,
4,2509.8298,0.43816614,60.734634,,6647,9007,,4.7692605e-15,4.307039e-16,1.9213381e-16,9.081286e-12,2.8989933e-10,,2.0591732e-14,1.5215209e-12,1.11687935e-13,1.1263856e-15,4.984074e-12,
5,2.9268637,6.066263,0.31150588,,2173,2377,,2.304734e-13,9.074495e-13,2.2684136e-11,6.4227725e-13,2.2391762e-10,,4.8809786e-11,3.5758296e-09,3.135008e-13,9.887567e-16,1.7701096e-14,
6,2509.8298,0.43816614,60.734634,,6647,9007,,4.7692605e-15,4.307039e-16,1.9213381e-16,9.081286e-12,2.8989933e-10,,2.0591732e-14,1.5215209e-12,1.11687935e-13,1.1263856e-15,4.984074e-12,
7,15.660553,94.71053,104.0039,,2173,9007,,2.304734e-13,7.876265e-15,3.0303041e-13,4.046955e-13,2.910454e-11,,4.8809786e-11,5.2739136e-11,2.2408214e-14,5.724189e-15,4.5206167e-13,
8,15.660553,94.71053,104.0039,,2173,9007,,2.304734e-13,7.876265e-15,3.0303041e-13,4.046955e-13,2.910454e-11,,4.8809786e-11,5.2739136e-11,2.2408214e-14,5.724189e-15,4.5206167e-13,
9,15.660553,94.71053,104.0039,,2173,9007,,2.304734e-13,7.876265e-15,3.0303041e-13,4.046955e-13,2.910454e-11,,4.8809786e-11,5.2739136e-11,2.2408214e-14,5.724189e-15,4.5206167e-13,
10,2.9268637,6.066263,0.31150588,,2173,2377,,2.304734e-13,9.074495e-13,2.2684136e-11,6.4227725e-13,2.2391762e-10,,4.8809786e-11,3.5758296e-09,3.135008e-13,9.887567e-16,1.7701096e-14,
11,4523.174,0.00700554,0.0017065532,,6647,2377,,4.7692605e-15,1.5961546e-13,7.834492e-15,3.1591493e-11,2.9019127e-08,,2.0591732e-14,3.2903674e-10,8.207527e-12,1.0735996e-16,2.4023413e-14,
12,2.9268637,6.066263,0.31150588,,2173,2377,,2.304734e-13,9.074495e-13,2.2684136e-11,6.4227725e-13,2.2391762e-10,,4.8809786e-11,3.5758296e-09,3.135008e-13,9.887567e-16,1.7701096e-14,
13,4523.174,0.00700554,0.0017065532,,6647,2377,,4.7692605e-15,1.5961546e-13,7.834492e-15,3.1591493e-11,2.9019127e-08,,2.0591732e-14,3.2903674e-10,8.207527e-12,1.0735996e-16,2.4023413e-14,
14,4523.174,0.0070055397,0.0017065529,,6647,2377,,4.7692605e-15,1.5961546e-13,7.834492e-15,3.1591497e-11,2.901913e-08,,2.0591732e-14,3.2903674e-10,8.207527e-12,1.0735996e-16,2.4023413e-14,
15,4523.174,0.00700554,0.0017065532,,6647,2377,,4.7692605e-15,1.5961546e-13,7.834492e-15,3.1591493e-11,2.9019127e-08,,2.0591732e-14,3.2903674e-10,8.207527e-12,1.0735996e-16,2.4023413e-14,
16,0.5248445,0.020043688,1445.6665,,2780,3567,,5.7227703e-13,4.6307627e-14,1.2261036e-12,4.915809e-09,1.3865155e-08,,1.9849634e-12,5.6172547e-13,1.8552893e-13,8.122712e-12,1.6524231e-06,
17,30995260.0,24.885674,106327200.0,,2325,3567,,5.20792e-09,4.5906174e-14,7.993359e-15,2.2030632e-07,6.465552e-08,,5.13177e-07,3.8425353e-11,2.514327e-09,6.5498234e-09,0.0082130255,
18,30995254.0,24.88568,106327210.0,,2325,3567,,5.20792e-09,4.5906174e-14,7.993359e-15,2.203063e-07,6.465552e-08,,5.13177e-07,3.8425353e-11,2.5143263e-09,6.5498242e-09,0.008213026,
19,30995260.0,24.885674,106327200.0,,2325,3567,,5.20792e-09,4.5906174e-14,7.993359e-15,2.2030632e-07,6.465552e-08,,5.13177e-07,3.8425353e-11,2.514327e-09,6.5498234e-09,0.0082130255,
20,0.5248445,0.020043688,1445.6665,,2780,3567,,5.7227703e-13,4.6307627e-14,1.2261036e-12,4.915809e-09,1.3865155e-08,,1.9849634e-12,5.6172547e-13,1.8552893e-13,8.122712e-12,1.6524231e-06,
21,2.3754003,0.11507977,0.7195703,,2780,4472,,5.7227703e-13,1.10656086e-13,2.6477397e-12,1.5665092e-11,5.425827e-12,,1.9849634e-12,8.664983e-13,1.8132842e-12,2.3021813e-13,4.985937e-13,
