,P(AAB|prime),P(ABA|prime),P(ABB|prime),P(ABC|prime),A,B,C,P(A|A),P(B|A),"P(B|A,A)","P(A|A,B)","P(B|A,B)","P(C|A,B)","P(A|prime,A)","P(B|prime,A)","P(B|prime,A,A)","P(A|prime,A,B)","P(B|prime,A,B)","P(C|prime,A,B)"
0,0.1350326,1.5321627,0.046873905,,10814,11022,,3.4647485e-08,9.664883e-09,6.890202e-10,5.31679e-12,1.4580047e-06,,2.1330658e-10,1.2210992e-07,1.511256e-08,6.447629e-13,5.4092335e-09,
1,25.315943,1.2637334,3.1516458e-05,,1028,1026,,6.4017746e-05,1.4812581e-05,0.027447594,0.0012641636,3.8715445e-08,,6.084231e-05,2.4667581e-06,0.73112744,0.009593188,7.326994e-12,
2,0.00049849803,0.008159494,0.0034996693,,14426,4075,,1.6491522e-07,1.1212971e-12,7.625251e-11,9.6214886e-14,3.9837545e-08,,7.302535e-08,3.5955048e-14,8.5842974e-14,2.4483096e-14,4.3479087e-09,
3,64.4444,7.628836e-10,1.3870693e-08,,19447,12872,,1.0123152e-07,1.3371039e-10,6.192492e-11,5.7484143e-12,4.3476895e-08,,8.4647716e-08,1.0456171e-16,4.772557e-09,5.607881e-15,7.711683e-10,
4,0.015043866,0.04363036,0.124215946,,15353,9610,,3.4647485e-08,4.886621e-13,1.7442113e-09,1.7630873e-05,3.078494e-07,,2.1330658e-10,8.980907e-13,4.2621235e-09,4.1855364e-07,2.0806745e-08,
5,0.07816637,0.0006217688,0.002347427,,25062,8038,,8.425526e-09,3.306578e-10,2.9388178e-07,3.458131e-08,1.5224323e-10,,1.9387993e-08,3.3907803e-12,9.982901e-09,2.0967639e-09,3.4850515e-11,
6,9862.731,0.31511182,2.3757493,,1026,1028,,2.3189175e-09,0.002740995,2.157763e-12,2.394447e-05,4.162396e-11,,1.2306979e-06,0.015525282,4.0099115e-11,1.3321057e-06,1.7458734e-11,
7,0.6002206,12568261.0,379692.94,,25151,3179,,3.4647485e-08,2.2807432e-10,2.276532e-11,1.2598105e-12,0.00044774005,,2.1330658e-10,2.75823e-06,2.2194846e-09,1.3092613e-09,0.01405738,
8,0.00036337512,0.009315479,0.028251624,,2581,2620,,1.889704e-12,7.716883e-08,2.472926e-14,5.2706935e-07,3.9076264e-07,,5.5944332e-15,1.3640579e-08,3.035317e-15,2.7776787e-08,6.245475e-08,
9,2.6373336,0.019076787,0.19683146,,4173,22135,,8.645892e-10,2.095849e-10,6.693456e-11,1.9685242e-05,1.7337486e-10,,5.841179e-09,2.1622526e-13,2.612912e-11,0.00036399844,3.3077615e-08,
