,AAB: P(AAB|prime),AAB: P(ABA|prime),AAB: P(ABB|prime),AAB: P(ABC|prime),ABA: P(AAB|prime),ABA: P(ABA|prime),ABA: P(ABB|prime),ABA: P(ABC|prime),ABB: P(AAB|prime),ABB: P(ABA|prime),ABB: P(ABB|prime),ABB: P(ABC|prime)
count,12288.0,12288.0,12288.0,12288.0,12288.0,12288.0,12288.0,12288.0,12288.0,12288.0,12288.0,12288.0
mean,1.8130626320322303,1.9531419111172605,2.8952910712394253,2.6162550030192055,1.7113739311409588,1.844792764100914,2.7161488323121037,2.4799117835766604,1.7746656777620418,1.9112433397887365,2.8307610020336855,2.5673615216959638
std,1.671033522972293,1.6286714564837843,5.643766207429618,2.1837596277004465,1.5388824052748158,1.4967253777555551,4.616690626714147,2.0283179063685655,1.533166028182822,1.5646408559286151,5.341788709315608,2.136547764771183
min,0.0838841,0.09656797,0.09781039999999999,0.13962372,0.09136348,0.092254646,0.118070975,0.15279582,0.047670335,0.06853789,0.09433861,0.13097957
25%,0.88987838,0.9827739249999998,1.1693592000000002,1.3191196,0.8482679875,0.9397008075,1.123662875,1.260153,0.8928125124999999,0.9759907250000001,1.16146725,1.31428575
50%,1.40331075,1.5264996499999999,1.97589565,2.03843245,1.3268081500000002,1.4461719,1.87755215,1.9449294,1.37701195,1.5100205,1.9383061000000001,2.0135709
75%,2.2201826000000002,2.40047285,3.42233975,3.1997314250000004,2.11989215,2.282518625,3.183311325,3.032701825,2.171592225,2.3600626,3.335144375,3.13949305
max,53.57771999999999,29.80041,362.52673,55.107113,59.941475,26.21657,256.97747999999996,43.467,36.366554,32.69292,298.9127,57.4953
